URL,Course Name,Course Code,Vendor,Certification,Duration,Delivery Mode,Target Audience,Key Features,Prerequisites,Course Highlights,USPs,Price Info,Page Title,Meta Description,Primary CTA,Secondary CTA,Credibility Markers,Last Updated,Course topics covered
https://www.koenig-solutions.com/ms-azure-ai-fundamentals-training,AI-900T00: Microsoft Azure AI Fundamentals Training,AI-900,Microsoft,Microsoft Certified: Azure AI Fundamentals (AI-900),8 Hours,Online live / Classroom / Self-paced (Flexi),Candidates with technical or non-technical backgrounds; Professionals starting with AI and cloud fundamentals; Business professionals and decision makers wanting AI awareness; Learners preparing for the AI-900 (Azure AI Fundamentals) exam,"Official curriculum aligned with AI-900 exam and Microsoft Azure services; Live online instructor-led classes and classroom option (on request); Self-paced Flexi video learning available; Hands-on labs and practical exercises; Extended lab access, class recordings, assessments and revision sessions; Available in multiple languages (French, German, Japanese, Spanish); Guaranteed-to-Run classes",No prior data science or software engineering experience required; Suitable for both technical and non-technical learners,"Understand fundamental AI concepts and terminology; Identify Azure services used to build AI solutions; Learn core capabilities in computer vision, natural language processing and conversational AI; Understand responsible AI principles and considerations; Prepare for and gain confidence to attempt the AI-900 Azure AI Fundamentals exam","Training delivered by Koenig Solutions with global delivery capability; Extended lab access, class recordings, assessments and revision sessions; Happiness Guaranteed policy; Courses available in multiple languages on request; Guaranteed-to-Run classes and flexible learning options (1-on-1, public, Flexi)",Public (live online): EUR 650; 1-on-1: EUR 850; Classroom: Price on request; Exam voucher optional. Contact Koenig for discounts and corporate pricing.,AI-900T00: Microsoft Azure AI Fundamentals Training,Master AI 900 and AI 900 Azure certifications with Koenig Solutions' expert-led IT training. Enroll now to advance your career in AI technologies and cloud computing.,Request a Quote,Enroll Now,"Koenig Solutions — global training provider; Successfully delivered 239 sessions for over 11,318 professionals; Google rating shown as 5.0 (site aggregate rating references 4.7); Winner: 2025 Microsoft Training Services Partner of the Year (site popup); Happiness Guaranteed policy",2025-11-06,Fundamental AI concepts and terminology; Overview of Azure AI services used to build solutions; Computer vision capabilities and use cases; Natural language processing (NLP) fundamentals; Conversational AI and bot services; Responsible AI principles and considerations; How Azure supports AI workloads and solution design; Preparation guidance for the AI-900 exam
https://www.koenig-solutions.com/az-400-devops-solutions-training,AZ-400T00-A: Designing and Implementing Microsoft DevOps Solutions,AZ-400,Microsoft,Microsoft Azure DevOps Engineer Expert (AZ-400),32 hours,Live Online / Classroom / Self-paced (Flexi) / 1-on-1,"Developers and infrastructure administrators; Aspiring DevOps engineers preparing for AZ-400; IT professionals responsible for CI/CD, automation and DevOps practices; Professionals seeking Microsoft Azure DevOps Engineer Expert certification","Hands-on labs and real-world scenarios; Expert-led instruction; Official Microsoft-aligned curriculum mapped to AZ-400; Flexible delivery options: live online, classroom, 1-on-1, self-paced (Flexi); Post-training support and guidance",,"Design and implement processes and communications for DevOps; Design and implement a source control strategy; Design and implement build and release pipelines; Develop a security and compliance plan for DevOps solutions; Implement an instrumentation and monitoring strategy; Enable continuous integration, testing, delivery, deployment and feedback","Koenig Solutions training since 1993 (three decades of experience); Authorized training partner for Microsoft (and partners including Google, Oracle, Cisco, Red Hat, VMware, EC-Council, Adobe); Hands-on in-house labs and real-world practice; Happiness Guarantee; Global presence (students from 60+ countries) and guaranteed-to-run classes; Proven delivery: 498 sessions delivered for over 13,573 professionals","Public (live online): EUR 1,950; 1-on-1: EUR 2,550; Optional exam voucher: EUR 150; Classroom: Fee on request",AZ-400T00-A: Designing and Implementing Microsoft DevOps solutions Training,Master AZ-400 Microsoft DevOps certification with Koenig Solutions' expert training – hands-on courses for professionals,Request a Quote,Enroll Now,"Authorized training partner for Microsoft; Established since 1993; Successfully delivered 498 sessions for over 13,573 professionals; Google rating displayed (5.0); Happiness Guarantee",2025-11-12,"Design and implement processes and communications; Design and implement a source control strategy; Design and implement build and release pipelines; Develop a security and compliance plan; Implement an instrumentation and monitoring strategy; Continuous integration, testing, delivery, deployment and feedback; Azure DevOps services: pipelines, repos and related tooling"
https://www.koenig-solutions.com/cissp-certification-training-course,Certified Information Systems Security Professional (CISSP),,ISC2,Certified Information Systems Security Professional (CISSP),40 Hours,Live Online / Classroom / 1-on-1,Cybersecurity professionals seeking leadership roles; Mid and senior-level information security professionals; IT professionals preparing for the CISSP certification,"Instructor-led live training boot camp; Flexible delivery: Live online, classroom and 1-on-1; Guaranteed-to-Run (GTR) public classes; Koenig Learning Stack inclusions (vendor materials/labs where applicable); Happiness Guaranteed policy","Minimum five years cumulative full-time experience in two or more CISSP domains (ISC2 requirement); Part-time experience may be converted to full-time equivalent per ISC2 rules (e.g., 1040 hours = 6 months)","Comprehensive coverage of the CISSP body of knowledge; Bridge technical implementation and executive-level security management; Preparation for the CISSP certification exam and its eight domains; Practical, enterprise-level security best practices and real-world scenarios","Koenig Learning Stack offerings tailored for the course; Happiness Guaranteed policy; Guaranteed-to-Run public classes; Delivered 787 sessions for over 1,520 professionals (provider experience); Multiple learning options including Fly-Me-a-Trainer and Flexi","Public course fee: EUR 3,250 (excluding VAT/GST). One-on-one option: EUR 4,250. Classroom pricing available on request. Exam vouchers optional.",Certified Information Systems Security Professional (CISSP) Training,Join Koenig Solutions' best CISSP boot camp and become a Certified Information Systems Security Professional CISSP. Top-notch training to advance your IT career.,Request a Quote,Enroll Now,"ISC2-recognised CISSP credential; CISSP accredited under ANSI ISO/IEC 17024; UK NARIC assessed as Level 7 (master's equivalency); 5.0 rating shown on page; Successfully delivered 787 sessions for over 1,520 professionals",2025-11-14,Security and Risk Management; Asset Security; Security Architecture and Engineering; Communication and Network Security; Identity and Access Management (IAM); Security Assessment and Testing; Security Operations; Software Development Security
https://www.koenig-solutions.com/data-analytics-online-training,DP-600T00: Microsoft Fabric Analytics Engineer,DP-600T00,Microsoft,Microsoft Certified: Fabric Analytics Engineer Associate,32 Hours,Live Online / Classroom / Self-paced (Flexi),Data engineers and analytics professionals; BI developers and data analysts adopting Microsoft Fabric; IT professionals preparing for the DP-600 certification; Engineers and architects building enterprise-scale analytics solutions,Hands-on labs and practical exercises; Instructor-led live online classes and classroom delivery; Flexi self-paced video option; DP-600 exam-aligned curriculum and certification preparation; Guaranteed-to-run public classes and on-request classroom dates; Language option available (French),,"Design, create and deploy enterprise-scale data analytics solutions using Microsoft Fabric; Manage analytical assets including semantic models, data warehouses and lakehouses; Transform and prepare data using Fabric components such as dataflows, pipelines and notebooks; Build reusable analytics assets (lakehouses, semantic models, reports); Collaborate with stakeholders to translate business requirements into analytics solutions","Winner — 2025 Microsoft Training Services Partner of the Year; Happiness Guarantee from Koenig Solutions; Delivered 184 sessions for over 8,572 professionals; Multiple delivery options (Live online, Classroom, Flexi); Guaranteed-to-run public classes and global offices/support","Public price: EUR 1,950. One-on-one (private) price: EUR 2,550. Classroom price: On request. Flexi (self-paced) available - see Flexi page for pricing.",DP-600T00: Microsoft Fabric Analytics Engineer Training,"Master Microsoft Fabric Analytics with Koenig Solutions' DP-600 certification training: gain hands-on skills, boost career growth, and unlock high-salary data engineering roles.",Request a Quote,Enroll Now,"Winner of 2025 Microsoft Training Services Partner of the Year; Official Microsoft partner (Microsoft logo & partnership presence); 5.0 learner rating shown (Google) and 4.7 aggregate rating in schema; Trained 8,572+ professionals (184 sessions); Global presence with offices in India, USA, UK, Australia, UAE, Canada",2025-11-14,"Overview of Microsoft Fabric and Fabric analytics architecture; Designing enterprise-scale analytics solutions; Managing analytical assets: semantic models, data warehouses, lakehouses; Data ingest and transformation: dataflows and data pipelines; Notebook usage and data science workflows in Fabric; Building semantic models and reports; Deploying, monitoring and collaborating with stakeholders; Integrating Fabric with Azure services, AI and machine learning"
https://www.koenig-solutions.com/azure-data-engineer-training,DP-700T00: Microsoft Fabric Data Engineer,DP-700,Microsoft,Implementing Data Engineering Solutions Using Microsoft Fabric (DP-700),32 hours,Online live / Classroom / Self-paced (Flexi) / 1-on-1,Data engineering professionals; Data platform and analytics engineers; BI developers and Power BI users migrating transforms; IT professionals seeking DP-700 certification; Professionals building data solutions on Microsoft Fabric,"Official DP-700 aligned curriculum for Microsoft Fabric; Hands-on labs and real-world scenarios; Study guides, expert tips and practice questions; Flexible learning options: Live online, Classroom, Flexi (self‑paced) and 1-on-1; Guaranteed-to-run public classes and classroom-on-request",,"Design and implement data integration, transformation and storage using Microsoft Fabric; Manage data workflows and orchestration in Microsoft Fabric; Ensure and implement data quality best practices; Leverage advanced analytics tools and integrate with Power BI; Apply skills to real-world data engineering scenarios and prepare for the DP-700 exam",Happiness Guaranteed policy; Koenig Learning Stack inclusion for enrolled learners; Winner — 2025 Microsoft Training Services Partner of the Year (site popup); Guaranteed-to-run public classes and global classroom on request; Flexible buying options including 1-on-1 and Flexi self-paced,"Public course fee: EUR 1,950 · One-on-One price: EUR 2,550 · Classroom: Fee on request · Prices exclude VAT/GST",DP-700 Implementing Data Engineering Solutions Using Microsoft Fabric Training,"Unlock your potential with our DP-700 course on implementing Data Engineering Solutions using Microsoft Fabric. Get expert tips, study guides, and practice questions for success!",Request a Quote,Enroll Now,"Winner of 2025 Microsoft Training Services Partner of the Year; Trained 4,163+ professionals (58 sessions delivered); 5.0 Google rating displayed on page; Global organisation: Koenig Solutions with multiple international offices",2025-08-28,Data integration with Microsoft Fabric; Data transformation and storage patterns in Fabric; Designing and implementing data workflows; Data quality practices and enforcement; Batch and real-time analytics on Microsoft Fabric; Power BI integration and analytics scenarios; Performance considerations and comparisons with Databricks/Snowflake; Exam preparation topics and practice questions for DP-700
https://www.koenig-solutions.com/microsoft-rpa-training,Automation in a Day,,Microsoft,,8 hours,Live Online / Classroom / Self-paced (Flexi),Individuals seeking foundational RPA skills using Microsoft Power Automate; IT professionals and developers who want to automate repetitive desktop tasks; Business users and process analysts aiming to identify automation opportunities,"Hands-on RPA training using Microsoft Power Automate; Practical use of Process Advisor to identify automation opportunities; Build and manage Desktop flows (attended automation); Integration with Outlook, AI Builder and Microsoft Teams; Covers unattended automation and hyperautomation concepts; Live instructor-led sessions plus a Flexi self-paced option; Hands-on labs and real-world scenarios",,"Understand RPA fundamentals and advanced concepts on the Power Automate platform; Identify automation opportunities using Process Advisor; Create, manage and deploy Desktop flows; Integrate automations with Outlook, AI Builder and Teams; Implement unattended automation and hyperautomation strategies; Troubleshoot and resolve common automation errors; Apply learnings through hands-on labs and real-world exercises","Koenig Learning Stack inclusions (coursebook, labs, optional exam vouchers); Happiness Guarantee; Guaranteed-to-Run (GTR) classes; Authorized/partner delivery with Microsoft branding; Winner — 2025 Microsoft Training Services Partner of the Year (site pop-up); Global training locations and support (offices in India, USA, UK, Australia, UAE, Canada); 4.7 average rating (schema.org aggregate rating shown)",Public (live): EUR 650; One-on-One: EUR 850; Classroom: Fee on request; Flexi (self-paced) option available — see provider for Flexi pricing,Automation in a Day Training,Master automation with RPA courses and earn your certification in RPA from Koenig Solutions. Boost your IT career with expert-led training. Enroll now!,Request a Quote,Enroll Now,"Microsoft partner (Microsoft logo on page); Winner — 2025 Microsoft Training Services Partner of the Year; Rated 4.7/5 (500 reviews) in site schema; Koenig Solutions offices in multiple countries (India, USA, UK, Australia, UAE, Canada); Happiness Guarantee",2025-07-17,"RPA fundamentals with Microsoft Power Automate; Process Advisor — discovering automation opportunities; Desktop flows (attended automation) creation and management; Integrating automations with Outlook, AI Builder and Teams; Hyperautomation principles and approaches; Unattended automation and scheduling; Error handling, debugging and troubleshooting automations; Hands-on labs and real-world scenario implementations"
https://www.koenig-solutions.com/architecting-aws-training-course,AWS Certified Solutions Architect - Associate (Architecting on AWS),SAA-C03,Amazon Web Services,AWS Certified Solutions Architect - Associate,24 hours,Live Online / Classroom / 1-on-1,IT professionals with AWS cloud or strong on-premises IT experience; System architects and engineers preparing for the Solutions Architect Associate exam; Developers with basic programming familiarity who want to design cloud solutions,"Hands-on labs aligned with exam objectives; Official curriculum covering core AWS services and architecture best practices; Multiple delivery formats: Live online, Classroom, 1-on-1, Fly-Me-A-Trainer, Flexi; Certified expert instructors with real-world AWS implementation experience; Post-training support and study resources; Happiness Guarantee",Basic understanding of AWS cloud concepts or strong on‑premises IT experience; Familiarity with basic programming concepts recommended,"Design and deploy secure, scalable, cost-optimized AWS solutions; Apply the AWS Well-Architected Framework to build resilient architectures; Work with networking, compute, storage, and database services on AWS; Implement high availability, scalability, monitoring and automation; Understand serverless architectures, containers and edge services; Prepare learners for the AWS Certified Solutions Architect - Associate exam",Koenig Happiness Guarantee; Certified expert instructors with real-world AWS experience; Hands-on labs and practical scenarios mapped to exam domains; Multiple global delivery options including Fly‑Me‑A‑Trainer and 1‑on‑1; Guaranteed-to-run public classes and global classroom locations; Post-training study support and resources,"Public price: EUR 1,650 (excluding VAT/GST). 1-on-1 price: EUR 2,150. Classroom: Price on request. Exam voucher optional (approx. EUR 150).",AWS Certified Solutions Architect - Associate (Architecting on AWS) Training,Accelerate your IT career with Koenig Solutions' Advanced Architecting on AWS Training & AWS Certification. Master cloud architecture skills for top industry roles.,Request a Quote,Enroll Now,"Amazon Authorized partner (logo displayed); Established 1993; Happiness Guarantee; Successfully delivered 602 sessions to over 5,663 professionals; Google rating displayed as 5.0; Certified expert instructors",2025-11-14,"Networking on AWS; Compute services (EC2, Auto Scaling, etc.); Storage services (S3, EBS, etc.); Database services; Design for high availability (HA); Scalability and elasticity; Monitoring and observability; Automation and infrastructure as code; Serverless architecture; Containers and orchestration; Edge services; AWS Well-Architected Framework; Exam preparation and practice labs"
https://www.koenig-solutions.com/dashboard-in-a-day-language-course,Power BI Dashboard in a Day,PL-300,Microsoft,,1 day (8 hours),Online live / Classroom / Self-paced eLearning,"Business analysts and data analysts; Report authors and BI developers; Managers and decision-makers who need interactive dashboards; Professionals new to Power BI seeking rapid, practical skills","One-day intensive workshop (Dashboard in a Day); Hands-on labs using real-world datasets; Covers data preparation, modeling, visualization and publishing; Microsoft-aligned content and enterprise scenarios; Flexible delivery: live-online, classroom, or self-paced (Flexi); Optional exam voucher available",,Access and prepare/import/clean data for analysis; Create data models and define relationships; Build compelling visualizations and interactive reports; Publish reports and configure secure access; Assemble dashboards and share them for collaborative decision-making; Hands-on labs to apply concepts in realistic scenarios,"Delivered by Koenig Solutions with 30+ years of training experience (since 1993); Exclusive/official Microsoft partnership and up-to-date Power BI scenarios; Industry-focused, hands-on labs and enterprise examples; Happiness Guarantee for learners; Guaranteed-to-run public classes and flexible booking options",Public: EUR 650; One-on-One: EUR 850; Optional exam voucher approx. EUR 150; Classroom fee on request; Flexi (self-paced) available — contact for pricing,Power BI Dashboard in a Day Training,Elevate your data skills with Koenig Solutions' Dashboard in a Day courses for Power BI and Microsoft. Master interactive dashboards in just one day. Enroll now!,Request a Quote,Enroll Now,Winner — 2025 Microsoft Training Services Partner of the Year; Official/exclusive partnership with Microsoft; 30+ years of training experience (since 1993); 5.0 Google rating shown on page; Happiness Guaranteed; Delivered 21 sessions for over 137 professionals (site claim),2025-10-10,Introduction to Power BI; Accessing and preparing data (importing/cleaning); Data modeling and exploration; Creating visualizations and interactive reports; Publishing reports and controlling access; Building dashboards and sharing; Hands-on labs and real-world scenarios
https://www.koenig-solutions.com/app-in-a-day-language-course,App in a Day,,Microsoft,,8 hours,Online live / Classroom / Self-paced (Flexi) / 1-on-1,Business users and citizen developers who want to build apps with low-code; IT professionals seeking Power Platform skills; Power Platform makers and solution authors; Project owners and digital transformation stakeholders,"One‑day, instructor‑led hands‑on workshop; Covers Power Apps (Canvas and Model‑driven), Microsoft Dataverse and Power Automate; Focus on no‑code / low‑code app development; Live labs and real‑world scenarios; Flexible delivery: public, classroom, self‑paced (Flexi) and 1‑on‑1; Downloadable course content PDF available",,Create user‑friendly Canvas apps using Power Apps; Model and manage business data with Microsoft Dataverse; Build Model‑driven applications for scalable solutions; Automate workflows and business processes with Power Automate; Understand low‑code development best practices and next steps,Koenig Solutions — experienced Microsoft training provider; Happiness Guaranteed policy; Awarded Microsoft Training Services Partner of the Year (2025); Guaranteed‑to‑run classes and multiple delivery options (1‑on‑1 / Flexi); Global presence with local support and multiple country offices,Public (live online): 650 EUR; One‑on‑one: 850 EUR; Classroom: Price on request. (Excludes VAT/GST),App in a Day Training,Master Microsoft app certification with Koenig Solutions. Become proficient in a day with our expert-led courses. Boost your career today!,Request a Quote,Download Course Contents,Winner: Microsoft Training Services Partner of the Year 2025; Official Microsoft partner (course vendor: Microsoft); Aggregate rating 4.7 (rating count: 500); Happiness Guaranteed,2025-01-29,"Introduction and course overview; Power Apps — Canvas apps (controls, UI design); Data sources and integrations for Canvas apps; Microsoft Dataverse — data modelling and management; Power Apps — Model‑driven applications; Power Automate — workflows and business process automation; Low‑code solution design and deployment; Course wrap‑up and next steps / best practices"
https://www.koenig-solutions.com/vmware-vsphere-install-configure-manage-8-training,"VMware vSphere: Install, Configure, Manage [V8]",2V0-21.20,VMware,,40 hours,Online live / Classroom / 1-on-1,System administrators; IT professionals responsible for virtualization and vSphere infrastructure; Engineers deploying and managing data centre virtualization,"Hands-on labs and practical exercises with vSphere 8; Covers ESXi hypervisor and vCenter Server administration; Covers vSphere Lifecycle Manager and vSphere Client; Installation methods: interactive, scripted (kickstart), Auto Deploy and UEFI boot; Focus on storage, networking, clusters, resource management and lifecycle maintenance",,"Install and configure VMware ESXi and vCenter Server (vSphere 8); Create and manage virtual machines and vSphere clusters; Configure storage and networking for vSphere environments; Use vSphere Lifecycle Manager to manage host lifecycle and updates; Perform resource management, security hardening, authentication integration, backup and monitoring","Happiness Guaranteed policy; Guaranteed-to-Run (GTR) classes; Delivered 164 sessions for over 649 professionals (provider-specific claim); Flexible learning options: Live Online, Classroom, 1-on-1, Flexi",Fee On Request — contact Koenig Solutions for pricing,"VMware vSphere: Install, Configure, Manage [V8] Training",Boost your IT career with VMware vSphere and VMware 7.0 Certification at Koenig Solutions. Enroll now for top-notch training and expert guidance to succeed.,Request a Quote,Download Course Contents,"Koenig Solutions (organization) - aggregate rating 4.7 (500 reviews) in page schema; Successfully delivered 164 sessions for over 649 professionals; Displayed Google rating 5.0 on page; Global training locations (India, USA, UK, Australia, UAE, Canada)",2025-10-27,"Virtualization concepts and vSphere overview; ESXi hypervisor architecture and installation; vCenter Server features and deployment; vSphere Client usage; vSphere Lifecycle Manager; Installation methods: interactive, scripted (kickstart), Auto Deploy, UEFI boot; Pre-installation validation: hardware compatibility, network and storage assessment; Installation execution and creating bootable media; Post-installation configuration: networking and security hardening; Authentication integration and backup/monitoring setup; Creation and management of virtual machines; vSphere clusters and resource management; Storage configuration and management; vSphere networking configuration; Maintaining the vSphere lifecycle and updates"
https://www.koenig-solutions.com/sc-200-exam-training,SC-200T00: Microsoft Security Operations Analyst,SC-200T00,Microsoft,Microsoft Security Operations Analyst (SC-200),32 hours,Live Online / Classroom / Self-paced (Flexi) / 1-on-1,Security operations professionals; SOC analysts and incident responders; Threat hunters and security engineers; IT professionals working with Microsoft security tools,"Hands-on labs and practical exercises; Covers Microsoft Sentinel, Microsoft 365 Defender and Azure Defender; Official SC-200T00 curriculum aligned with the SC-200 exam; Multiple delivery options: public live, classroom, flexi self-paced and 1-on-1; Language option available (e.g., Portuguese); Guaranteed-to-run classes",,"Mitigate threats using Microsoft Sentinel, Microsoft 365 Defender and Azure Defender; Protect, detect, respond to and hunt cybersecurity threats across Microsoft environments; Prepare for the SC-200 exam and the Microsoft Security Operations Analyst role; Rapidly remediate active attacks and advise stakeholders on threat protection improvements; Implement detection rules, analytics, workbooks and automated response playbooks","Koenig Solutions delivered 263 sessions for over 3,394 professionals; Winner of 2025 Microsoft Training Services Partner of the Year Award (site popup); Happiness Guaranteed policy; Multiple flexible delivery options including 1-on-1 and Fly-Me-a-Trainer; Global presence with training locations and local support","Public (Live Online): EUR 1,950; 1-on-1: EUR 2,550; Classroom: Price on request. Exam voucher optional. Prices exclude VAT/GST.",SC-200T00: Microsoft Security Operations Analyst Training,"Discover the SC-200T00 Microsoft Security Operations Analyst course: master threat mitigation with Microsoft Sentinel, Defender, and 365 for a thriving cybersecurity career.",Request a Quote,Enroll Now,"Winner of 2025 Microsoft Training Services Partner of the Year Award; Successfully delivered 263 sessions for over 3,394 professionals; Aggregate rating 4.7/5 (500 reviews, schema.org); Global organisation with offices in India, USA, UK, Australia, UAE, Canada",2025-11-06,"Introduction to Microsoft security stack and SC-200 objectives; Microsoft Sentinel: data collection, workbooks, analytics and hunting; Microsoft 365 Defender: protection and incident investigation; Azure Defender / Defender for Cloud integration and alerts; Threat detection, hunting methodologies and query authoring; Incident response, investigation and remediation workflows; Configuring detections, playbooks and automated response; Integrating data sources and threat intelligence; Monitoring, alert tuning and reducing organizational risk; Preparing for the SC-200 exam"